name,problem,method,k,d4_time_s,d4_status,d4_result,model_count,kissat_time_s,kissat_status,kissat_result,d4_timeout,kissat_timeout,model_count_plus1,d4_speedup_vs_method_k0,kissat_speedup_vs_method_k0,models_ratio_vs_method_k0,tool_time_s,tool_runs,amortized_tool_time_s,total_d4_time_s,total_kissat_time_s,tool_share_total_d4,tool_share_total_kissat,d4_net_speedup_vs_method_k0,kissat_net_speedup_vs_method_k0
rcsums_rc13_rcrand10_satsuma_k0,rcsums_rc13_rcrand10,satsuma,0,13804.6,n,,,0.03,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,13804.6,0.03,0.0,0.0,1.0,1.0
rcsums_rc13_rcrand10_satsuma_k36,rcsums_rc13_rcrand10,satsuma,36,11246.5,n,,,0.031,s,sat,True,False,,1.227457431200818,0.9677419354838709,,0.0040895938873291016,1,0.0040895938873291016,11246.504089593887,0.0350895938873291,3.636324545609779e-07,0.11654719916282244,1.2274569848574595,0.854954323390817
rcsums_rc13_rcrand10_satsuma_k72,rcsums_rc13_rcrand10,satsuma,72,8053.12,n,,,0.017,s,sat,True,False,,1.7141927600731146,1.764705882352941,,0.0,1,0.0,8053.12,0.017,0.0,0.0,1.7141927600731146,1.764705882352941
rcsums_rc13_rcrand10_satsuma_k108,rcsums_rc13_rcrand10,satsuma,108,3803.01,n,,,0.02,s,sat,True,False,,3.6299141995419415,1.5,,0.0047223567962646484,1,0.0047223567962646484,3803.0147223567965,0.02472235679626465,1.2417403404996862e-06,0.1910156396164527,3.6299096921310476,1.213476540575321
rcsums_rc13_rcrand10_satsuma_k144,rcsums_rc13_rcrand10,satsuma,144,11510.7,n,,,0.089,s,sat,True,False,,1.1992841443178954,0.33707865168539325,,0.0040171146392822266,1,0.0040171146392822266,11510.70401711464,0.09301711463928222,3.489894825989268e-07,0.043186833464577835,1.1992837257803424,0.3225212920905917
rcsums_rc13_rcrand10_satsuma_k180,rcsums_rc13_rcrand10,satsuma,180,10495.4,n,,,0.045,s,sat,True,False,,1.315300036206338,0.6666666666666666,,0.0,1,0.0,10495.4,0.045,0.0,0.0,1.315300036206338,0.6666666666666666
rcsums_rc13_rcrand10_sums_neighbors_k0,rcsums_rc13_rcrand10,sums_neighbors,0,6782.52,n,,,0.017,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,6782.52,0.017,0.0,0.0,1.0,1.0
rcsums_rc13_rcrand10_sums_neighbors_k36,rcsums_rc13_rcrand10,sums_neighbors,36,12505.1,n,,,0.024,s,sat,True,False,,0.5423803088339958,0.7083333333333334,,0.0,1,0.0,12505.1,0.024,0.0,0.0,0.5423803088339958,0.7083333333333334
rcsums_rc13_rcrand10_sums_neighbors_k72,rcsums_rc13_rcrand10,sums_neighbors,72,6978.63,n,,,0.033,s,sat,True,False,,0.9718984958365754,0.5151515151515151,,0.0,1,0.0,6978.63,0.033,0.0,0.0,0.9718984958365754,0.5151515151515151
rcsums_rc13_rcrand10_sums_neighbors_k108,rcsums_rc13_rcrand10,sums_neighbors,108,6003.49,n,,,0.031,s,sat,True,False,,1.1297628546062375,0.5483870967741936,,0.01560831069946289,1,0.01560831069946289,6003.505608310699,0.04660831069946289,2.5998660978772445e-06,0.33488256633259095,1.129759917374093,0.3647418184627727
rcsums_rc13_rcrand10_sums_neighbors_k144,rcsums_rc13_rcrand10,sums_neighbors,144,8831.5,n,,,0.016,s,sat,True,False,,0.7679918473645474,1.0625,,0.022992610931396484,1,0.022992610931396484,8831.522992610931,0.038992610931396485,2.6034706528685603e-06,0.5896658464817767,0.7679898479203111,0.43598003811311237
rcsums_rc13_rcrand10_sums_neighbors_k180,rcsums_rc13_rcrand10,sums_neighbors,180,5742.63,n,,,0.033,s,sat,True,False,,1.1810825353540104,0.5151515151515151,,0.03216886520385742,1,0.03216886520385742,5742.662168865204,0.06516886520385742,5.6017338749728766e-06,0.4936232218134943,1.1810759192439628,0.26086076452032114
rcsums_rc14_rcrand13_satsuma_k0,rcsums_rc14_rcrand13,satsuma,0,0.179,s,unsat,0.0,0.274,s,unsat,False,False,1.0,1.0,1.0,,0.0,1,0.0,0.179,0.274,0.0,0.0,1.0,1.0
rcsums_rc14_rcrand13_satsuma_k42,rcsums_rc14_rcrand13,satsuma,42,0.101,s,unsat,0.0,0.064,s,unsat,False,False,1.0,1.772277227722772,4.28125,,0.03172898292541504,1,0.03172898292541504,0.13272898292541505,0.09572898292541504,0.23905090076102398,0.3314459420313273,1.348612760037393,2.86224706067838
rcsums_rc14_rcrand13_satsuma_k84,rcsums_rc14_rcrand13,satsuma,84,0.06,s,unsat,0.0,0.038,s,unsat,False,False,1.0,2.9833333333333334,7.210526315789474,,0.0,1,0.0,0.06,0.038,0.0,0.0,2.9833333333333334,7.210526315789474
rcsums_rc14_rcrand13_satsuma_k126,rcsums_rc14_rcrand13,satsuma,126,0.177,s,unsat,0.0,0.067,s,unsat,False,False,1.0,1.0112994350282487,4.08955223880597,,0.0,1,0.0,0.177,0.067,0.0,0.0,1.0112994350282487,4.08955223880597
rcsums_rc14_rcrand13_satsuma_k168,rcsums_rc14_rcrand13,satsuma,168,0.099,s,unsat,0.0,0.067,s,unsat,False,False,1.0,1.808080808080808,4.08955223880597,,0.017070531845092773,1,0.017070531845092773,0.11607053184509278,0.08407053184509278,0.14707033364743283,0.20305012315785873,1.5421657603748435,3.259168153055921
rcsums_rc14_rcrand13_satsuma_k210,rcsums_rc14_rcrand13,satsuma,210,0.099,s,unsat,0.0,0.068,s,unsat,False,False,1.0,1.808080808080808,4.029411764705882,,0.0,1,0.0,0.099,0.068,0.0,0.0,1.808080808080808,4.029411764705882
rcsums_rc14_rcrand13_sums_neighbors_k0,rcsums_rc14_rcrand13,sums_neighbors,0,0.062,s,unsat,0.0,0.158,s,unsat,False,False,1.0,1.0,1.0,,0.0,1,0.0,0.062,0.158,0.0,0.0,1.0,1.0
rcsums_rc14_rcrand13_sums_neighbors_k42,rcsums_rc14_rcrand13,sums_neighbors,42,0.061,s,unsat,0.0,0.263,s,unsat,False,False,1.0,1.0163934426229508,0.6007604562737643,,0.006011486053466797,1,0.006011486053466797,0.0670114860534668,0.2690114860534668,0.08970829342107682,0.02234657761889021,0.9252145214408728,0.5873355161072826
rcsums_rc14_rcrand13_sums_neighbors_k84,rcsums_rc14_rcrand13,sums_neighbors,84,0.097,s,unsat,0.0,0.291,s,unsat,False,False,1.0,0.6391752577319587,0.5429553264604812,,0.009227752685546875,1,0.009227752685546875,0.10622775268554688,0.30022775268554686,0.08686762594764356,0.030735841716844403,0.5836516205283103,0.5262671374870742
rcsums_rc14_rcrand13_sums_neighbors_k126,rcsums_rc14_rcrand13,sums_neighbors,126,0.118,s,unsat,0.0,0.295,s,unsat,False,False,1.0,0.5254237288135594,0.535593220338983,,0.01569843292236328,1,0.01569843292236328,0.13369843292236328,0.31069843292236327,0.11741673091620403,0.05052627003846516,0.4637301922304691,0.5085316926573644
rcsums_rc14_rcrand13_sums_neighbors_k168,rcsums_rc14_rcrand13,sums_neighbors,168,0.097,s,unsat,0.0,0.271,s,unsat,False,False,1.0,0.6391752577319587,0.5830258302583026,,0.03158760070800781,1,0.03158760070800781,0.12858760070800782,0.30258760070800783,0.2456504401208622,0.10439158985397204,0.48216157435573753,0.5221628369117063
rcsums_rc14_rcrand13_sums_neighbors_k210,rcsums_rc14_rcrand13,sums_neighbors,210,0.119,s,unsat,0.0,0.262,s,unsat,False,False,1.0,0.5210084033613446,0.6030534351145038,,0.04140877723693848,1,0.04140877723693848,0.16040877723693847,0.3034087772369385,0.2581453331308293,0.13647850801824848,0.38651251551166876,0.5207496020347967
rcsums_rc15_rcrand3_satsuma_k0,rcsums_rc15_rcrand3,satsuma,0,13422.4,n,,,0.029,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,13422.4,0.029,0.0,0.0,1.0,1.0
rcsums_rc15_rcrand3_satsuma_k48,rcsums_rc15_rcrand3,satsuma,48,12139.3,n,,,0.037,s,sat,True,False,,1.1056980221264818,0.7837837837837839,,0.03547096252441406,1,0.03547096252441406,12139.335470962524,0.07247096252441407,2.9219855245998553e-06,0.489450688784002,1.1056947912928665,0.4001602709530795
rcsums_rc15_rcrand3_satsuma_k96,rcsums_rc15_rcrand3,satsuma,96,7371.65,n,,,0.01,s,sat,True,False,,1.820813522074434,2.9,,0.00402069091796875,1,0.00402069091796875,7371.654020690918,0.01402069091796875,5.454258849755276e-07,0.2867683869142198,1.8208125289556072,2.068371677948763
rcsums_rc15_rcrand3_satsuma_k144,rcsums_rc15_rcrand3,satsuma,144,8431.12,n,,,0.008,s,sat,True,False,,1.5920067559232935,3.625,,0.0,1,0.0,8431.12,0.008,0.0,0.0,1.5920067559232935,3.625
rcsums_rc15_rcrand3_satsuma_k192,rcsums_rc15_rcrand3,satsuma,192,4586.9,n,,,0.006,s,sat,True,False,,2.9262464845538383,4.833333333333333,,0.016033411026000977,1,0.016033411026000977,4586.916033411026,0.022033411026000975,3.4954664330486666e-06,0.7276862854816453,2.926236255957477,1.3161829535053815
rcsums_rc15_rcrand3_satsuma_k240,rcsums_rc15_rcrand3,satsuma,240,4352.46,n,,,0.011,s,sat,True,False,,3.083865216452305,2.6363636363636367,,0.013758182525634766,1,0.013758182525634766,4352.473758182526,0.024758182525634765,3.1610029812976533e-06,0.5557024434806337,3.083855468345162,1.171329921732875
rcsums_rc15_rcrand3_sums_neighbors_k0,rcsums_rc15_rcrand3,sums_neighbors,0,11889.6,n,,,0.012,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,11889.6,0.012,0.0,0.0,1.0,1.0
rcsums_rc15_rcrand3_sums_neighbors_k48,rcsums_rc15_rcrand3,sums_neighbors,48,7504.47,n,,,0.008,s,sat,True,False,,1.5843357359014028,1.5,,0.016033411026000977,1,0.016033411026000977,7504.486033411026,0.024033411026000977,2.136510209309202e-06,0.6671300635875176,1.584332350951928,0.4993049046187237
rcsums_rc15_rcrand3_sums_neighbors_k96,rcsums_rc15_rcrand3,sums_neighbors,96,4980.35,n,,,0.014,s,sat,True,False,,2.3873020972421615,0.8571428571428571,,0.05744123458862305,1,0.05744123458862305,4980.407441234589,0.07144123458862305,1.1533440841214386e-05,0.804034741552052,2.387274563434653,0.1679702215268126
rcsums_rc15_rcrand3_sums_neighbors_k144,rcsums_rc15_rcrand3,sums_neighbors,144,6942.06,n,,,0.026,s,sat,True,False,,1.712690469399573,0.46153846153846156,,0.10573887825012207,1,0.10573887825012207,6942.1657388782505,0.13173887825012207,1.5231396400974991e-05,0.8026398862252654,1.7126643827321213,0.09108928328064674
rcsums_rc15_rcrand3_sums_neighbors_k192,rcsums_rc15_rcrand3,sums_neighbors,192,4410.51,n,,,0.016,s,sat,True,False,,2.6957426692151247,0.75,,0.1569983959197998,1,0.1569983959197998,4410.66699839592,0.17299839591979982,3.5595159638416886e-05,0.9075135933201517,2.6956467138244697,0.06936480500988616
rcsums_rc15_rcrand3_sums_neighbors_k240,rcsums_rc15_rcrand3,sums_neighbors,240,3853.78,n,,,0.027,s,sat,True,False,,3.085178707658455,0.4444444444444445,,0.2356126308441162,1,0.2356126308441162,3854.0156126308443,0.26261263084411623,6.11343218413382e-05,0.8971869711170637,3.0849900973504027,0.04569467950352723
